x,y,pet
461347,5481471,null
461348,5481471,null
461349,5481471,null
461350,5481471,null
461351,5481471,null
461352,5481471,null
461353,5481471,null
461354,5481471,null
461355,5481471,null
461356,5481471,null
461357,5481471,null
461358,5481471,null
461359,5481471,null
461360,5481471,null
461361,5481471,null
461362,5481471,null
461363,5481471,null
461364,5481471,null
461365,5481471,null
461366,5481471,null
461367,5481471,34.57
461368,5481471,34.57
461369,5481471,34.57
461370,5481471,34.57
461371,5481471,34.57
461372,5481471,34.57
461373,5481471,35.70
461374,5481471,36.83
461375,5481471,37.97
461376,5481471,39.10
461377,5481471,40.23
461378,5481471,38.74
461379,5481471,37.25
461380,5481471,35.76
461381,5481471,34.27
461382,5481471,32.78
461383,5481471,32.89
461384,5481471,33.00
461385,5481471,33.12
461386,5481471,33.23
461387,5481471,33.34
461388,5481471,33.34
461389,5481471,33.34
461390,5481471,33.34
461391,5481471,33.34
461392,5481471,null
461393,5481471,null
461394,5481471,null
461395,5481471,null
461396,5481471,null
461397,5481471,null
461398,5481471,null
461399,5481471,null
461400,5481471,null
461401,5481471,null
461402,5481471,null
461403,5481471,null
461404,5481471,null
461405,5481471,null
461406,5481471,null
461407,5481471,null
461408,5481471,null
461409,5481471,null
461410,5481471,null
461411,5481471,null
461412,5481471,null
461413,5481471,null
461414,5481471,null
461415,5481471,null
461416,5481471,null
461417,5481471,null
461418,5481471,null
461419,5481471,null
461420,5481471,null
461421,5481471,null
461422,5481471,null
461423,5481471,null
461424,5481471,null
461425,5481471,null
461426,5481471,null
461427,5481471,null
461428,5481471,null
461429,5481471,null
461430,5481471,null
461431,5481471,null
461432,5481471,null
461433,5481471,null
461434,5481471,null
461435,5481471,null
461436,5481471,null
461437,5481471,null
461438,5481471,null
461439,5481471,null
461440,5481471,null
461441,5481471,null
461442,5481471,null
461443,5481471,null
461444,5481471,null
461445,5481471,null
461446,5481471,null
461447,5481471,null
461448,5481471,null
461449,5481471,null
461450,5481471,null
461451,5481471,null
461452,5481471,45.11
461453,5481471,45.11
461454,5481471,45.11
461455,5481471,45.11
461456,5481471,45.11
461457,5481471,45.11
461458,5481471,45.18
461459,5481471,45.25
461460,5481471,45.32
461461,5481471,45.39
461462,5481471,45.47
461463,5481471,45.47
461464,5481471,45.47
461465,5481471,45.47
461466,5481471,45.47
461467,5481471,null
461468,5481471,null
461469,5481471,null
461470,5481471,null
461471,5481471,null
461472,5481471,36.81
461473,5481471,36.81
461474,5481471,36.81
461475,5481471,36.81
461476,5481471,36.81
461477,5481471,36.81
461478,5481471,36.74
461479,5481471,36.67
461480,5481471,36.60
461481,5481471,36.53
461482,5481471,36.46
461483,5481471,36.42
461484,5481471,36.38
461485,5481471,36.33
461486,5481471,36.29
461487,5481471,36.25
461488,5481471,36.24
461489,5481471,36.23
461490,5481471,36.22
461491,5481471,36.21
461492,5481471,null
461493,5481471,null
461494,5481471,null
461495,5481471,null
461496,5481471,null
461497,5481471,null
461498,5481471,null
461499,5481471,null
461195,5481472,null
461196,5481472,null
461197,5481472,null
461198,5481472,null
461199,5481472,null
461200,5481472,null
461201,5481472,null
461202,5481472,null
461203,5481472,null
461204,5481472,null
461205,5481472,null
461206,5481472,null
461207,5481472,36.53
461208,5481472,36.53
461209,5481472,36.53
461210,5481472,36.53
461211,5481472,36.53
461212,5481472,36.53
461213,5481472,38.12
461214,5481472,39.70
461215,5481472,41.29
461216,5481472,42.87
461217,5481472,44.46
461218,5481472,44.46
461219,5481472,44.46
461220,5481472,44.46
461221,5481472,44.46
461222,5481472,null
461223,5481472,null
461224,5481472,null
461225,5481472,null
461226,5481472,null
461227,5481472,null
461228,5481472,null
461229,5481472,null
461230,5481472,null
461231,5481472,null
461232,5481472,null
461233,5481472,null
461234,5481472,null
461235,5481472,null
461236,5481472,null
461237,5481472,null
461238,5481472,null
461239,5481472,null
461240,5481472,null
461241,5481472,null
461242,5481472,null
461243,5481472,null
461244,5481472,null
461245,5481472,null
461246,5481472,null
461247,5481472,null
461248,5481472,null
461249,5481472,null
461250,5481472,null
461251,5481472,null
461252,5481472,null
461253,5481472,null
461254,5481472,null
461255,5481472,null
461256,5481472,null
461257,5481472,null
461258,5481472,null
461259,5481472,null
461260,5481472,null
461261,5481472,null
461262,5481472,37.48
461263,5481472,37.48
461264,5481472,37.48
461265,5481472,37.48
461266,5481472,37.48
461267,5481472,37.48
461268,5481472,37.40
461269,5481472,37.32
461270,5481472,37.24
461271,5481472,37.16
461272,5481472,37.08
461273,5481472,37.04
461274,5481472,37.01
461275,5481472,36.97
461276,5481472,36.94
461277,5481472,36.90
461278,5481472,36.88
461279,5481472,36.86
461280,5481472,36.84
461281,5481472,36.82
461282,5481472,null
461283,5481472,null
461284,5481472,null
461285,5481472,null
461286,5481472,null
461287,5481472,null
461288,5481472,null
461289,5481472,null
461290,5481472,null
461291,5481472,null
461292,5481472,44.77
461293,5481472,44.77
461294,5481472,44.77
461295,5481472,44.77
461296,5481472,44.77
461297,5481472,44.77
461298,5481472,44.71
461299,5481472,44.66
461300,5481472,44.61
461301,5481472,44.56
461302,5481472,44.50
461303,5481472,44.50
461304,5481472,44.50
461305,5481472,44.50
461306,5481472,44.50
461307,5481472,null
461308,5481472,null
461309,5481472,null
461310,5481472,null
461311,5481472,null
461312,5481472,null
461313,5481472,null
461314,5481472,null
461315,5481472,null
461316,5481472,null
461317,5481472,37.04
461318,5481472,37.04
461319,5481472,37.04
461320,5481472,37.04
461321,5481472,37.04
461322,5481472,37.04
461323,5481472,37.02
461324,5481472,36.99
461325,5481472,36.97
461326,5481472,36.94
461327,5481472,36.92
461328,5481472,38.52
461329,5481472,40.13
461330,5481472,41.73
461331,5481472,43.33
461332,5481472,null
461333,5481472,null
461334,5481472,null
461335,5481472,null
461336,5481472,null
461337,5481472,null
461338,5481472,null
461339,5481472,null
461340,5481472,null
461341,5481472,null
461342,5481472,null
461343,5481472,null
461344,5481472,null
461345,5481472,null
461346,5481472,null
461347,5481472,null
461348,5481472,null
461349,5481472,null
461350,5481472,null
461351,5481472,null
461352,5481472,null
461353,5481472,null
461354,5481472,null
461355,5481472,null
461356,5481472,null
461357,5481472,null
461358,5481472,null
461359,5481472,null
461360,5481472,null
461361,5481472,null
461362,5481472,null
461363,5481472,null
461364,5481472,null
461365,5481472,null
461366,5481472,null
461367,5481472,34.57
461368,5481472,34.57
461369,5481472,34.57
461370,5481472,34.57
461371,5481472,34.57
461372,5481472,34.57
461373,5481472,35.70
461374,5481472,36.83
461375,5481472,37.97
461376,5481472,39.10
461377,5481472,40.23
461378,5481472,38.74
461379,5481472,37.25
461380,5481472,35.76
461381,5481472,34.27
461382,5481472,32.78
461383,5481472,32.89
461384,5481472,33.00
461385,5481472,33.12
461386,5481472,33.23
461387,5481472,33.34
461388,5481472,33.34
461389,5481472,33.34
461390,5481472,33.34
461391,5481472,33.34
461392,5481472,null
461393,5481472,null
461394,5481472,null
461395,5481472,null
461396,5481472,null
461397,5481472,null
461398,5481472,null
461399,5481472,null
461400,5481472,null
461401,5481472,null
461402,5481472,null
461403,5481472,null
461404,5481472,null
461405,5481472,null
461406,5481472,null
461407,5481472,null
461408,5481472,null
461409,5481472,null
461410,5481472,null
461411,5481472,null
461412,5481472,null
461413,5481472,null
461414,5481472,null
461415,5481472,null
461416,5481472,null
461417,5481472,null
461418,5481472,null
461419,5481472,null
461420,5481472,null
461421,5481472,null
461422,5481472,null
461423,5481472,null
461424,5481472,null
461425,5481472,null
461426,5481472,null
461427,5481472,null
461428,5481472,null
461429,5481472,null
461430,5481472,null
461431,5481472,null
461432,5481472,null
461433,5481472,null
461434,5481472,null
461435,5481472,null
461436,5481472,null
461437,5481472,null
461438,5481472,null
461439,5481472,null
461440,5481472,null
461441,5481472,null
461442,5481472,null
461443,5481472,null
461444,5481472,null
461445,5481472,null
461446,5481472,null
461447,5481472,null
461448,5481472,null
461449,5481472,null
461450,5481472,null
461451,5481472,null
461452,5481472,45.11
461453,5481472,45.11
461454,5481472,45.11
461455,5481472,45.11
461456,5481472,45.11
461457,5481472,45.11
461458,5481472,45.18
461459,5481472,45.25
461460,5481472,45.32
461461,5481472,45.39
461462,5481472,45.47
461463,5481472,45.47
461464,5481472,45.47
461465,5481472,45.47
461466,5481472,45.47
461467,5481472,null
461468,5481472,null
461469,5481472,null
461470,5481472,null
461471,5481472,null
461472,5481472,36.81
461473,5481472,36.81
461474,5481472,36.81
461475,5481472,36.81
461476,5481472,36.81
461477,5481472,36.81
461478,5481472,36.74
461479,5481472,36.67
461480,5481472,36.60
461481,5481472,36.53
461482,5481472,36.46
461483,5481472,36.42
461484,5481472,36.38
461485,5481472,36.33
461486,5481472,36.29
461487,5481472,36.25
461488,5481472,36.24
461489,5481472,36.23
461490,5481472,36.22
461491,5481472,36.21
461492,5481472,null
461493,5481472,null
461494,5481472,null
461495,5481472,null
461496,5481472,null
461497,5481472,null
461498,5481472,null
461499,5481472,null
